id_en	text_en	text_clean	manual_location	manual_type	manual_alternative	generated_location	generated_type	generated_alternative	phrase_en
en_7859	"I was going to study the work of Sigmund Freud, but I was too Jung to understand it."	"I was going to study the work of Sigmund Freud, but I was too Jung to understand it."	jung	homophonic	young	Jung	homophonic	young	too young to understand
en_7860	"Soon after he joined the band, the guitarist was instrumental."	"Soon after he joined the band, the guitarist was instrumental."	instrumental	homophonic	instrument	instrumental	homographic	crucial	was instrumental
en_7866	A waterbed may just be the vinyl resting place.	A waterbed may just be the vinyl resting place.	vinyl	homophonic	final	resting	homographic	burial	resting place
en_7875	I like elevators they let me say jokes on every level.	I like elevators they let me say jokes on every level.	level	homographic	level	level	homographic	floor	on every level
en_7888	Aliens are lovable because they're so spatial.	Aliens are lovable because they're so spatial.	spatial	homophonic	space	spatial	homophonic	special	so special
en_7890	"''Consult an investment broker,'' was Tom's stock answer."	"Consult an investment broker, was his stock answer."	stock	homographic	stock	stock	homographic	usual	stock answer
en_7895	"When she made Mario Puzo's books required reading for her class, she made him an author they couldn't refuse."	"When she made Mario Puzo's books required reading for her class, she made him an author they couldn't refuse."	author	homophonic	offer	refuse	homophonic	refuse	they couldn't refuse
en_7896	Someone led me to believe that graphite was discovered in Pennsylvania.	Someone led me to believe that graphite was discovered in Pennsylvania.	led	homophonic	lead	led	homophonic	lead	led to believe
en_79	"The astronomer's research project didn't win him the coveted Galaxy Award, but he did receive a constellation prize."	"The astronomer's research project didn't win him the coveted Galaxy Award, but he did receive a constellation prize."	constellation	homophonic	consolation	constellation	homophonic	consolation	consolation prize
en_7903	Ms. Earhart's loss to aviation could never be ameliorated.	Ms. Earhart's loss to aviation could never be ameliorated.	ameliorated	homophonic	amelia	loss	homographic	loss	loss to aviation
en_7909	"When gossip finally led to the landlady's arrest for murdering her tenants and scattering parts of their bodies around town, her only comment was,'' Well, that's what comes of spreading roomers.''"	"When gossip finally led to the landlady's arrest for murdering her tenants and scattering parts of their bodies around town, her only comment was,"" Well, that's what comes of spreading roomers."""	roomers	homophonic	rumors	roomers	homophonic	rumors	spreading rumors
en_7936	Patience is a virtue that carries a lot of wait.	Patience is a virtue that carries a lot of wait.	wait	homophonic	weight	wait	homophonic	weight	carries a lot of weight
en_7938	The agreeable tennis umpire was generous to a fault.	The agreeable tennis umpire was generous to a fault.	fault	homographic	fault	fault	homographic	mistake	to a fault
en_7940	My name is Derek. I'm in the oil rig business.	My name is Derek. I'm in the oil rig business.	derek	homophonic	derrick	rig	homographic	manipulate	oil rig
en_7941	The church choir robes were too long and needed to be hymned.	The church choir robes were too long and needed to be hymned.	hymned	homophonic	hemmed	hymned	homophonic	hemmed	needed to be hemmed
en_7946	"The designer wondered why his pirate room wasn't perfect, and the judge told him he went a little overboard."	"The designer wondered why his pirate room wasn't perfect, and the judge told him he went a little overboard."	overboard	homographic	overboard	overboard	homographic	excessive	went overboard
en_795	Follow your knows.	Follow your knows.	knows	homophonic	nose	knows	homophonic	nose	Follow your nose
en_7950	Drinking a whole bucket of water could make you turn pail.	Drinking a whole bucket of water could make you turn pail.	pail	homophonic	pale	pail	homophonic	pale	turn pale
en_7958	The haughty magician had illusions of grandeur.	The haughty magician had illusions of grandeur.	illusions	homographic	illusions	illusions	homophonic	illusions	illusions of grandeur
en_7969	A job circumcising elephants isn't so bad. The base salary is small but the tips are big.	A job circumcising elephants isn't so bad. The base salary is small but the tips are big.	tips	homographic	tips	tips	homographic	gratuities	the tips are big
en_7970	Low carb diets really go against the grain.	Low carb diets really go against the grain.	grain	homographic	grain	grain	homographic	principle	go against the grain
en_7977	If you're a gardener you might call yourself a 'plant manager'.	If you're a gardener you might call yourself a 'plant manager'.	plant	homographic	plant	manager	homophonic	manager	plant manager
en_7985	"As soon as the airplane was invented, things were looking up."	"As soon as the airplane was invented, things were looking up."	up	homographic	up	up	homographic	improving	looking up
en_7992	I was fired from my job selling amplifiers. I didn't achieve the sufficient volume of sales.	I was fired from my job selling amplifiers. I didn't achieve the sufficient volume of sales.	volume	homographic	volume	volume	homographic	loudness	volume of sales
en_7994	Two blackberries met. They were both in a jam.	Two blackberries met. They were both in a jam.	jam	homographic	jam	jam	homographic	problem	in a jam
en_7997	Vines are extremely short - tempered. They snap at the slightest wind.	Vines are extremely short-tempered. They snap at the slightest wind.	snap	homographic	snap	snap	homographic	break	snap at the slightest
en_7998	There was an orchestra conductor who threw tempo tantrums.	There was an orchestra conductor who threw tempo tantrums.	tempo	homophonic	temper	tempo	homophonic	temper	temper tantrums
en_8004	The chicken crossed the playground to get to the other slide.	The chicken crossed the playground to get to the other slide.	slide	homophonic	side	slide	homophonic	side	get to the other side
en_8011	"Waiter, my bill please. - How did you find your luncheon, sir? - With a magnifying glass."	"Waiter, my bill please.-How did you find your luncheon, sir?-With a magnifying glass."	find	homographic	find	find	homographic	discovered	How did you find
en_8015	Math class is full of drama. There are so many problems to work out.	Math class is full of drama. There are so many problems to work out.	problems	homographic	problems	problems	homographic	difficulties	full of drama
en_8020	"My cavity wasn't fixed by my regular dentist, but by a guy who was filling in."	"My cavity wasn't fixed by my regular dentist, but by a guy who was filling in."	filling	homographic	filling	filling	homographic	inserting	filling in
en_8022	My name is Harold. I'm a messenger.	My name is Harold. I'm a messenger.	harold	homophonic	herald	messenger	homophonic	mess age	message in a bottle
en_8023	"To kill a circus in one blow, go for the juggler."	"To kill a circus in one blow, go for the juggler."	juggler	homophonic	jugular	juggler	homophonic	jugular	go for the jugular
en_8032	Lawyers have to like alcohol because they're always being called to the bar.	Lawyers have to like alcohol because they're always being called to the bar.	bar	homographic	bar	bar	homographic	pub	called to the bar
en_8033	''What's a wide - angle lens?'' asked Tom obtusely.	What's a wide-angle lens? he asked obtusely.	obtusely	homophonic	obtuse	obtusely	homographic	obtuse	asked obtusely
en_8035	A successful diet is the triumph of mind over platter.	A successful diet is the triumph of mind over platter.	platter	homophonic	matter	platter	homophonic	flatter	mind over matter
en_8038	Two referees went head to head because they had a score to settle.	Two referees went head to head because they had a score to settle.	score	homographic	score	score	homographic	grievance	score to settle
en_8042	Volta was electrified.	Volta was electrified.	electrified	homographic	electrified	electrified	homographic	excited	was electrified
en_8051	"I'm not sure about Heisenberg, said Tom uncertainly."	"I'm not sure about Heisenberg, he said uncertainly."	uncertainly	homophonic	uncertainty	uncertainly	homographic	uncertainty	Heisenberg uncertainty
en_8058	They threw a party for the inventor of the toaster. And he was toasted.	They threw a party for the inventor of the toaster. And he was toasted.	toasted	homographic	toasted	toasted	homographic	celebrated	was toasted
en_8061	Did you hear about the nervous preacher? He had sweaty psalms.	Did you hear about the nervous preacher? He had sweaty psalms.	psalms	homophonic	palms	psalms	homophonic	palms	sweaty palms
